city,state,lat,lon,population
Wanda city,MN,44.313221,-95.213542,0
Warba city,MN,47.135593,-93.2701,0
Warren city,MN,48.194034,-96.768816,0
Warroad city,MN,48.917103,-95.327984,0
Warsaw CDP,MN,44.262189,-93.376876,0
Waseca city,MN,44.081533,-93.503954,0
Watertown city,MN,44.960214,-93.843921,0
Waterville city,MN,44.221886,-93.572571,0
Watkins city,MN,45.315829,-94.412004,0
Watson city,MN,45.010065,-95.799777,0
Waubun city,MN,47.183916,-95.940124,0
Waverly city,MN,45.06374,-93.966628,0
Wayzata city,MN,44.969981,-93.518214,0
Welcome city,MN,43.666246,-94.607302,0
Wells city,MN,43.743211,-93.732947,0
Wendell city,MN,46.035908,-96.100817,0
Westbrook city,MN,44.042214,-95.437489,0
West Concord city,MN,44.152818,-92.900003,0
Westport city,MN,45.714515,-95.167917,0
West Roy Lake CDP,MN,47.311549,-95.595442,0
West St. Paul city,MN,44.902414,-93.085327,0
West Union city,MN,45.804363,-95.082482,0
Whalan city,MN,43.73318,-91.925022,0
Wheaton city,MN,45.80588,-96.498048,0
Whipholt CDP,MN,47.040458,-94.385438,0
White Bear Lake city,MN,45.065214,-93.012871,0
White Earth CDP,MN,47.101357,-95.857318,0
Wilder city,MN,43.828862,-95.207805,0
Willernie city,MN,45.053731,-92.957987,0
Williams city,MN,48.767954,-94.953304,0
Willmar city,MN,45.121029,-95.058734,0
Willow River city,MN,46.323766,-92.829961,0
Wilmont city,MN,43.763861,-95.82633,0
Wilton city,MN,47.50748,-94.999767,0
Windom city,MN,43.873552,-95.119136,0
Winger city,MN,47.536303,-95.985969,0
Winnebago city,MN,43.764946,-94.170634,0
Winona city,MN,44.051271,-91.668076,0
Winsted city,MN,44.958192,-94.050277,0
Winthrop city,MN,44.542254,-94.360013,0
Winton city,MN,47.92917,-91.801294,0
Wolf Lake city,MN,46.8101,-95.35034,0
Wolverton city,MN,46.563031,-96.736245,0
Woodbury city,MN,44.906283,-92.923703,0
Wood Lake city,MN,44.65132,-95.535842,0
Woodland city,MN,44.94976,-93.521372,0
Woodstock city,MN,44.01104,-96.096678,0
Worthington city,MN,43.628733,-95.599702,0
Wrenshall city,MN,46.621689,-92.384069,0
Wright city,MN,46.672515,-93.006856,0
Wykoff city,MN,43.708656,-92.267391,0
Wyoming city,MN,45.339912,-92.968392,0
Zemple city,MN,47.32065,-93.785869,0
Zimmerman city,MN,45.440562,-93.596092,0
Zumbro Falls city,MN,44.28782,-92.427083,0
Zumbrota city,MN,44.295165,-92.67287,0
Abbeville town,MS,34.503392,-89.502517,0
Aberdeen city,MS,33.828299,-88.554741,0
Ackerman town,MS,33.311435,-89.170116,0
Agricola CDP,MS,30.813804,-88.524917,0
Alcorn State University CDP,MS,31.879168,-91.140636,0
Algoma town,MS,34.179537,-89.03807,0
Alligator town,MS,34.089802,-90.722646,0
Amory city,MS,33.981846,-88.482607,0
Anguilla town,MS,32.971869,-90.828259,0
Arcola town,MS,33.27054,-90.880002,0
Arkabutla CDP,MS,34.700227,-90.121565,0
Arnold Line CDP,MS,31.337175,-89.37719,0
Artesia town,MS,33.416711,-88.642298,0
Ashland town,MS,34.834119,-89.177741,0
Austin CDP,MS,34.642236,-90.44791,0
Baldwyn city,MS,34.505494,-88.642788,0
Bassfield town,MS,31.495955,-89.744932,0
Batesville city,MS,34.320982,-89.924878,0
Baxterville CDP,MS,31.09147,-89.586699,0
Bay St. Louis city,MS,30.323448,-89.35879,0
Bay Springs city,MS,31.978001,-89.27961,0
Beaumont town,MS,31.167543,-88.928356,0
Beauregard village,MS,31.717793,-90.388687,0
Beechwood CDP,MS,32.336723,-90.808692,0
Belmont town,MS,34.505035,-88.208306,0
Belzoni city,MS,33.180498,-90.486286,0
Benndale CDP,MS,30.86869,-88.805435,0
Benoit town,MS,33.651595,-91.008741,0
Benton CDP,MS,32.821561,-90.261702,0
Bentonia town,MS,32.643598,-90.369193,0
Bethlehem CDP,MS,34.577318,-89.328873,0
Beulah town,MS,33.790471,-90.980138,0
Big Creek village,MS,33.846392,-89.415895,0
Biggersville CDP,MS,34.836728,-88.563927,0
Big Point CDP,MS,30.590561,-88.484562,0
Biloxi city,MS,30.426663,-88.935762,0
Blue Mountain town,MS,34.673885,-89.026184,0
Blue Springs village,MS,34.392778,-88.883267,0
Bobo CDP,MS,34.133613,-90.677553,0
Bogue Chitto CDP,MS,31.429417,-90.461885,0
Bogue Chitto CDP,MS,32.832345,-88.918434,0
Bolivar CDP,MS,33.660681,-91.051835,0
Bolton town,MS,32.354611,-90.458584,0
Bond CDP,MS,30.901964,-89.165651,0
Booneville city,MS,34.664418,-88.567991,0
Bovina CDP,MS,32.349965,-90.737931,0
Boyle town,MS,33.706475,-90.724872,0
Brandon city,MS,32.278093,-89.990686,0
Braxton village,MS,32.026391,-89.97153,0
Bridgetown CDP,MS,34.889727,-89.904816,0
Brookhaven city,MS,31.580567,-90.443386,0
Brooksville town,MS,33.236701,-88.578141,0
Bruce town,MS,33.990906,-89.345464,0
Buckatunna CDP,MS,31.553199,-88.534283,0
Bude town,MS,31.462447,-90.85228,0
Burnsville town,MS,34.832032,-88.318699,0
Byhalia town,MS,34.869188,-89.689993,0
Byram city,MS,32.192137,-90.286965,0
Caledonia town,MS,33.683607,-88.326024,0
Calhoun City town,MS,33.859347,-89.314623,0
Canton city,MS,32.598419,-90.032191,0
Carrollton town,MS,33.505647,-89.921812,0
Carthage city,MS,32.744227,-89.533452,0
Cary town,MS,32.805642,-90.924612,0
Centreville town,MS,31.087019,-91.06544,0
Chalybeate CDP,MS,34.932683,-88.870548,0
Charleston city,MS,34.007653,-90.055166,0
Chunky town,MS,32.327488,-88.930172,0
Clara CDP,MS,31.58313,-88.69161,0
Clarksdale city,MS,34.193796,-90.568598,0
Cleary CDP,MS,32.157656,-90.196452,0
Cleveland city,MS,33.744008,-90.728476,0
Clinton city,MS,32.354443,-90.341893,0
Cloverdale CDP,MS,31.495926,-91.415192,0
Coahoma town,MS,34.366293,-90.522019,0
Coffeeville town,MS,33.976494,-89.684482,0
Coldwater town,MS,34.690376,-89.975517,0
Collins city,MS,31.648272,-89.567581,0
Collinsville CDP,MS,32.487323,-88.844307,0
Columbia city,MS,31.258593,-89.818669,0
Columbus city,MS,33.508208,-88.407128,0
Columbus AFB CDP,MS,33.627598,-88.445435,0
Como town,MS,34.513561,-89.939947,0
Conehatta CDP,MS,32.466607,-89.266934,0
Corinth city,MS,34.948353,-88.513618,0
Courtland town,MS,34.24108,-89.943282,0
Crawford town,MS,33.30232,-88.625268,0
Crenshaw town,MS,34.504661,-90.194637,0
Crosby town,MS,31.274362,-91.061513,0
Crowder town,MS,34.172909,-90.137688,0
Cruger town,MS,33.322998,-90.235522,0
Crystal Springs city,MS,31.98995,-90.355332,0
Darling CDP,MS,34.359137,-90.275408,0
Decatur town,MS,32.433965,-89.111233,0
De Kalb town,MS,32.773104,-88.656096,0
DeLisle CDP,MS,30.382359,-89.275687,0
Delta City CDP,MS,33.073864,-90.792531,0
Dennis CDP,MS,34.558945,-88.230306,0
Derma town,MS,33.858875,-89.28776,0
De Soto CDP,MS,31.966848,-88.723936,0
Diamondhead city,MS,30.382065,-89.35022,0
D'Iberville city,MS,30.443519,-88.895358,0
D'Lo town,MS,31.986952,-89.901131,0
Doddsville town,MS,33.659864,-90.521439,0
Drew city,MS,33.810092,-90.530384,0
Dublin CDP,MS,34.072591,-90.489162,0
Duck Hill town,MS,33.631649,-89.715396,0
Dumas town,MS,34.638016,-88.843092,0
Duncan town,MS,34.04181,-90.745896,0
Dundee CDP,MS,34.532138,-90.448387,0
Durant city,MS,33.081948,-89.857335,0
Eagle Bend CDP,MS,32.527508,-91.024663,0
Eastabuchie CDP,MS,31.429381,-89.289825,0
Ecru town,MS,34.347992,-89.025632,0
Eden village,MS,32.98371,-90.323957,0
Edwards town,MS,32.332612,-90.60556,0
Elizabeth CDP,MS,33.427103,-90.880717,0
Elliott CDP,MS,33.691254,-89.752453,0
Ellisville city,MS,31.597277,-89.210269,0
Enterprise town,MS,32.172542,-88.815818,0
Escatawpa CDP,MS,30.490622,-88.544067,0
Ethel town,MS,33.122088,-89.465023,0
Eudora CDP,MS,34.831033,-90.148826,0
Eupora city,MS,33.542557,-89.279336,0
Falcon town,MS,34.391137,-90.255638,0
Falkner town,MS,34.839349,-88.948409,0
Farmington town,MS,34.922555,-88.446131,0
Farrell CDP,MS,34.261707,-90.675041,0
Fayette city,MS,31.712206,-91.062061,0
Fernwood CDP,MS,31.186116,-90.457067,0
Flora town,MS,32.542729,-90.313703,0
Florence city,MS,32.155615,-90.122454,0
Flowood city,MS,32.336101,-90.072874,0
Forest city,MS,32.359838,-89.475908,0
Foxworth CDP,MS,31.238552,-89.88283,0
French Camp town,MS,33.292334,-89.39928,0
Friars Point town,MS,34.366576,-90.637047,0
Fulton city,MS,34.26288,-88.401928,0
Gattman village,MS,33.884848,-88.236574,0
Gautier city,MS,30.406214,-88.659341,0
Georgetown town,MS,31.870057,-90.16478,0
Glen town,MS,34.85822,-88.417566,0
Glen Allan CDP,MS,33.022143,-91.013808,0
Glendale CDP,MS,31.368016,-89.308628,0
Glendora village,MS,33.827645,-90.292696,0
Gloster town,MS,31.195066,-91.017679,0
Gluckstadt city,MS,32.528414,-90.103004,0
Golden town,MS,34.486643,-88.186318,0
Goodman town,MS,32.968207,-89.912726,0
Grace CDP,MS,32.991436,-90.956893,0
Greenville city,MS,33.383461,-91.052314,0
Greenwood city,MS,33.51246,-90.198963,0
Grenada city,MS,33.781445,-89.811547,0
Gulf Hills CDP,MS,30.428928,-88.81207,0
Gulf Park Estates CDP,MS,30.379331,-88.7579,0
Gulfport city,MS,30.419487,-89.069022,0
Gunnison town,MS,33.943114,-90.946644,0
Guntown town,MS,34.444829,-88.666279,0
Hamilton CDP,MS,33.746576,-88.407578,0
Harperville CDP,MS,32.492804,-89.487866,0
Hatley town,MS,33.977321,-88.418392,0
Hattiesburg city,MS,31.307305,-89.317434,0
Hazlehurst city,MS,31.863858,-90.392793,0
Heidelberg town,MS,31.890513,-88.990218,0
Helena CDP,MS,30.488076,-88.505567,0
Henderson Point CDP,MS,30.313959,-89.286165,0
Hermanville CDP,MS,31.957836,-90.84036,0
Hernando city,MS,34.849588,-89.992401,0
Hickory town,MS,32.316704,-89.021735,0
Hickory Flat town,MS,34.615926,-89.191388,0
Hide-A-Way Lake CDP,MS,30.578646,-89.638574,0
Hillsboro CDP,MS,32.450697,-89.486469,0
Holcomb CDP,MS,33.764211,-89.973181,0
Hollandale city,MS,33.176105,-90.852898,0
Holly Springs city,MS,34.778017,-89.445819,0
Horn Lake city,MS,34.952081,-90.049209,0
Houston city,MS,33.896187,-89.00349,0
Hurley CDP,MS,30.662715,-88.498689,0
Independence CDP,MS,34.707776,-89.807518,0
Indianola city,MS,33.448896,-90.643752,0
Inverness town,MS,33.354229,-90.591192,0
Isola town,MS,33.263404,-90.592342,0
Itta Bena city,MS,33.500868,-90.324288,0
Iuka city,MS,34.807384,-88.19692,0
Jacinto CDP,MS,34.762209,-88.427561,0
Jackson city,MS,32.315834,-90.21285,0
Jonestown town,MS,34.322154,-90.454274,0
Jumpertown town,MS,34.706142,-88.667551,0
Kearney Park CDP,MS,32.590044,-90.3164,0
Kilmichael town,MS,33.440472,-89.560303,0
Kiln CDP,MS,30.418436,-89.429785,0
Kirkville CDP,MS,34.44201,-88.485463,0
Kokomo CDP,MS,31.203044,-89.997131,0
Kosciusko city,MS,33.058169,-89.589364,0
Kossuth village,MS,34.869369,-88.643257,0
Lake town,MS,32.329992,-89.31435,0
Lakeview CDP,MS,34.987982,-90.136506,0
Lamar CDP,MS,34.912208,-89.315092,0
Lambert town,MS,34.200596,-90.284527,0
Latimer CDP,MS,30.487291,-88.848531,0
Lauderdale CDP,MS,32.510394,-88.526366,0
Laurel city,MS,31.691221,-89.14829,0
Leaf CDP,MS,31.027546,-88.797998,0
Leakesville town,MS,31.149202,-88.555853,0
Learned town,MS,32.197122,-90.548009,0
Leland city,MS,33.404834,-90.890925,0
Lena town,MS,32.593972,-89.594813,0
Lexington city,MS,33.11709,-90.049619,0
Liberty town,MS,31.161899,-90.798332,0
Long Beach city,MS,30.354468,-89.162678,0
Longview CDP,MS,33.401125,-88.934019,0
Louin town,MS,32.075202,-89.273183,0
Louise town,MS,32.981425,-90.590427,0
Louisville city,MS,33.122934,-89.054879,0
Lucedale city,MS,30.931213,-88.595896,0
Lula town,MS,34.45451,-90.477882,0
Lumberton city,MS,31.005866,-89.459013,0
Lyman CDP,MS,30.507887,-89.130463,0
Lynchburg CDP,MS,34.961972,-90.107084,0
Lyon town,MS,34.216925,-90.543195,0
Maben town,MS,33.554173,-89.081042,0
McComb city,MS,31.244474,-90.471593,0
McCool town,MS,33.198855,-89.340651,0
McLain town,MS,31.095592,-88.822432,0
Macon city,MS,33.122065,-88.556713,0
Madison city,MS,32.473884,-90.130865,0
Magee city,MS,31.873006,-89.734001,0
Magnolia city,MS,31.161161,-90.469529,0
Mantachie town,MS,34.321343,-88.502565,0
Mantee village,MS,33.720904,-89.058695,0
Marietta town,MS,34.499971,-88.472578,0
Marion town,MS,32.430234,-88.651807,0
Marks city,MS,34.253521,-90.272218,0
Mathiston town,MS,33.538877,-89.12589,0
Mayersville town,MS,32.896409,-91.046676,0
Meadville town,MS,31.472012,-90.893088,0
Mendenhall city,MS,31.9607,-89.869483,0
Meridian city,MS,32.38417,-88.689448,0
Meridian Station CDP,MS,32.548645,-88.607414,0
Merigold town,MS,33.839143,-90.726393,0
Metcalfe town,MS,33.45059,-91.001831,0
Mississippi State CDP,MS,33.451032,-88.791786,0
Mississippi Valley State University CDP,MS,33.517282,-90.344437,0
Mize town,MS,31.866425,-89.554157,0
Monticello town,MS,31.553242,-90.118674,0
Montrose town,MS,32.125665,-89.234386,0
Mooreville CDP,MS,34.264896,-88.576868,0
Moorhead city,MS,33.449416,-90.50627,0
Morgan City town,MS,33.378651,-90.346163,0
Morgantown CDP,MS,31.575019,-91.352105,0
Morton city,MS,32.345528,-89.659145,0
Moselle CDP,MS,31.508669,-89.282407,0
Moss Point city,MS,30.425914,-88.532733,0
Mound Bayou city,MS,33.880724,-90.727868,0
Mount Olive town,MS,31.753807,-89.655945,0
Mount Pleasant CDP,MS,34.953977,-89.525599,0
Myrtle town,MS,34.560519,-89.117865,0
Natchez city,MS,31.542438,-91.385649,0
Nellieburg CDP,MS,32.396965,-88.780029,0
Nettleton city,MS,34.08307,-88.626297,0
New Albany city,MS,34.492286,-89.02172,0
New Augusta town,MS,31.203377,-89.029338,0
New Hamilton CDP,MS,33.747149,-88.442835,0
New Hebron town,MS,31.733219,-89.983326,0
New Hope CDP,MS,33.457264,-88.34318,0
New Houlka town,MS,34.03625,-89.021079,0
New Site CDP,MS,34.555252,-88.415315,0
Newton city,MS,32.330112,-89.147528,0
Nicholson CDP,MS,30.487366,-89.698071,0
Nitta Yuma CDP,MS,33.023622,-90.848748,0
North Carrollton town,MS,33.518634,-89.9194,0
North Tunica CDP,MS,34.703061,-90.379715,0
Noxapater town,MS,32.993583,-89.063532,0
Oak Grove CDP,MS,31.28674,-89.414491,0
Oakland town,MS,34.057581,-89.913225,0
Ocean Springs city,MS,30.402704,-88.788647,0
Okolona city,MS,34.005061,-88.747692,0
Olive Branch city,MS,34.955752,-89.841153,0
Osyka town,MS,31.007316,-90.471131,0
Ovett CDP,MS,31.488577,-89.025273,0
Oxford city,MS,34.351262,-89.536981,0
Pace town,MS,33.792246,-90.85914,0
Pachuta town,MS,32.044108,-88.884393,0
Paden village,MS,34.660276,-88.260508,0
Panther Burn CDP,MS,33.06585,-90.872624,0
Paris CDP,MS,34.174836,-89.451776,0
Pascagoula city,MS,30.360067,-88.556327,0
Pass Christian city,MS,30.318029,-89.239082,0
Pattison CDP,MS,31.890824,-90.883921,0
Pearl city,MS,32.272456,-90.091827,0
Pearlington CDP,MS,30.250826,-89.604803,0
Pearl River CDP,MS,32.796878,-89.240905,0
Pelahatchie town,MS,32.320903,-89.807951,0
Petal city,MS,31.34817,-89.235131,0
Pheba CDP,MS,33.583656,-88.949397,0
Philadelphia city,MS,32.775106,-89.122045,0
Picayune city,MS,30.53082,-89.670628,0
Pickens town,MS,32.89132,-89.968775,0
Pittsboro village,MS,33.940002,-89.337291,0
Plantersville town,MS,34.208169,-88.665435,0
Polkville town,MS,32.190936,-89.695976,0
Pontotoc city,MS,34.25088,-89.008348,0
Pope village,MS,34.215775,-89.944792,0
Poplarville city,MS,30.839699,-89.530092,0
Porterville CDP,MS,32.685429,-88.471271,0
Port Gibson city,MS,31.955816,-90.983438,0
Potts Camp town,MS,34.649188,-89.306424,0
Prentiss town,MS,31.599464,-89.874654,0
Puckett village,MS,32.086831,-89.781689,0
Purvis city,MS,31.146366,-89.406281,0
Quitman city,MS,32.04152,-88.720518,0
Raleigh town,MS,32.034662,-89.525703,0
Randolph CDP,MS,34.181328,-89.161628,0
Rawls Springs CDP,MS,31.383398,-89.386531,0
Raymond city,MS,32.260966,-90.409023,0
Red Banks CDP,MS,34.834689,-89.563407,0
Redwater CDP,MS,32.792793,-89.55336,0
Redwood CDP,MS,32.473469,-90.79685,0
Rena Lara CDP,MS,34.158765,-90.774874,0
Renova town,MS,33.780475,-90.723195,0
Richland city,MS,32.230413,-90.159622,0
Richton town,MS,31.34948,-88.940739,0
Ridgeland city,MS,32.423676,-90.161773,0
Rienzi town,MS,34.763317,-88.533973,0
Ripley city,MS,34.735901,-88.936026,0
Robinhood CDP,MS,32.200396,-89.96733,0
Rolling Fork city,MS,32.907304,-90.876907,0
Rosedale city,MS,33.860221,-91.043531,0
Roxie town,MS,31.507676,-91.071036,0
Ruleville city,MS,33.72491,-90.550317,0
Runnelstown CDP,MS,31.377849,-89.114268,0
St. Martin CDP,MS,30.438052,-88.861742,0
Sallis town,MS,33.021552,-89.764736,0
Saltillo city,MS,34.380293,-88.696217,0
Sandersville town,MS,31.784016,-89.039758,0
Sardis town,MS,34.435505,-89.911362,0
Satartia village,MS,32.671959,-90.544522,0
Saucier CDP,MS,30.620874,-89.142271,0
Schlater town,MS,33.639707,-90.349361,0
Scooba town,MS,32.830179,-88.477118,0
Scott CDP,MS,33.594467,-91.076023,0
Sebastopol town,MS,32.567925,-89.333992,0
Seminary town,MS,31.557705,-89.49931,0
Senatobia city,MS,34.60865,-89.980994,0
Shannon town,MS,34.114416,-88.693131,0
Sharon CDP,MS,31.795475,-89.092938,0
Shaw city,MS,33.601492,-90.771987,0
Shelby city,MS,33.950528,-90.765091,0
Sherman town,MS,34.36117,-88.838744,0
Shubuta town,MS,31.862036,-88.702051,0
Shuqualak town,MS,32.979281,-88.569299,0
Sidon town,MS,33.407931,-90.208077,0
Silver City town,MS,33.093691,-90.499024,0
Silver Creek town,MS,31.604792,-90.002316,0
Skene CDP,MS,33.703989,-90.797405,0
Slate Springs village,MS,33.741713,-89.375167,0
Sledge town,MS,34.432632,-90.221177,0
Smithville town,MS,34.067963,-88.398154,0
Snow Lake Shores town,MS,34.821253,-89.23813,0
Soso town,MS,31.75028,-89.276873,0
Southaven city,MS,34.951005,-89.977669,0
Standing Pine CDP,MS,32.671027,-89.452088,0
Starkville city,MS,33.463261,-88.827796,0
State Line town,MS,31.436095,-88.473477,0
Stewart CDP,MS,33.451888,-89.437548,0
Stoneville CDP,MS,33.423804,-90.921629,0
Stonewall town,MS,32.134983,-88.797408,0
Strayhorn CDP,MS,34.615896,-90.152566,0
Sturgis town,MS,33.345164,-89.045774,0
Summit town,MS,31.280815,-90.466977,0
Sumner town,MS,33.969317,-90.369275,0
Sumrall town,MS,31.417028,-89.541777,0
Sunflower town,MS,33.544296,-90.537289,0
Sylvarena village,MS,32.014376,-89.381796,0
Symonds CDP,MS,33.833929,-90.889524,0
Taylor village,MS,34.269742,-89.583686,0
Taylorsville town,MS,31.832174,-89.433973,0
Tchula town,MS,33.183181,-90.222848,0
Terry town,MS,32.106057,-90.292595,0
Thaxton town,MS,34.302905,-89.171737,0
Tillatoba town,MS,33.985086,-89.89606,0
Tishomingo town,MS,34.638284,-88.229144,0
Toccopola town,MS,34.255254,-89.221314,0
Toomsuba CDP,MS,32.430282,-88.507088,0
Tremont town,MS,34.233728,-88.248936,0
Tucker CDP,MS,32.707777,-89.049074,0
Tula CDP,MS,34.237174,-89.368423,0
Tunica town,MS,34.688137,-90.380937,0
Tunica Resorts CDP,MS,34.824186,-90.321189,0
Tupelo city,MS,34.270604,-88.732455,0
Tutwiler town,MS,34.01718,-90.433339,0
Tylertown town,MS,31.1172,-90.144851,0
Union town,MS,32.571128,-89.115203,0
University CDP,MS,34.365529,-89.537871,0
Utica town,MS,32.107254,-90.622234,0
Vaiden town,MS,33.332523,-89.752603,0
Valley Park CDP,MS,32.631363,-90.850666,0
Vancleave CDP,MS,30.545918,-88.673409,0
Van Vleet CDP,MS,33.983217,-88.89717,0
Vardaman town,MS,33.882195,-89.177796,0
Verona city,MS,34.18969,-88.720503,0
Vicksburg city,MS,32.322004,-90.881557,0
Victoria CDP,MS,34.838995,-89.61542,0
Wade CDP,MS,30.629681,-88.555842,0
Walls town,MS,34.925861,-90.167744,0
Walnut town,MS,34.949671,-88.924455,0
Walnut Grove town,MS,32.593169,-89.457826,0
Walthall village,MS,33.606669,-89.279109,0
Waterford CDP,MS,34.649436,-89.457547,0
Water Valley city,MS,34.16199,-89.63012,0
Waveland city,MS,30.295414,-89.393703,0
Waynesboro city,MS,31.677557,-88.63384,0
Webb town,MS,33.947746,-90.346332,0
Weir town,MS,33.262138,-89.289554,0
Wesson town,MS,31.69993,-90.395042,0
West town,MS,33.197767,-89.782106,0
West Hattiesburg CDP,MS,31.309957,-89.377151,0
West Point city,MS,33.606236,-88.657568,0
Wheeler CDP,MS,34.583662,-88.602478,0
White Oak CDP,MS,34.643868,-90.349435,0
Wiggins city,MS,30.856048,-89.138981,0
Winona city,MS,33.490256,-89.729287,0
Winstonville town,MS,33.912292,-90.752884,0
Winterville CDP,MS,33.502352,-91.060278,0
Woodland village,MS,33.779675,-89.05069,0
Woodville town,MS,31.102891,-91.299257,0
Yazoo City city,MS,32.862219,-90.407996,0
Adrian city,MO,38.39633,-94.342954,0
Advance city,MO,37.103749,-89.911722,0
Affton CDP,MO,38.549912,-90.326423,0
Agency village,MO,39.655456,-94.748333,0
Airport Drive village,MO,37.140544,-94.516193,0
